"ensembl_gene_id"	"symbol"	"chromosome_name"	"start_position"	"end_position"
"46171"	"ENSMUSG00000107724"	"Gm16042"	"6"	8595743	8596989
"46172"	"ENSMUSG00000050705"	"2310061I04Rik"	"17"	36203569	36208323
"46173"	"ENSMUSG00000062995"	"Ica1"	"6"	8630527	8778488
"46174"	"ENSMUSG00002074902"	"Gm56126"	"9"	122641629	122641896
"46175"	"ENSMUSG00000047036"	"Zfp445"	"9"	122673594	122695071
"46176"	"ENSMUSG00000092862"	"Mir3094"	"4"	40993695	40993758
"46177"	"ENSMUSG00000117008"	"Gm49817"	"10"	95883490	95931867
"46178"	"ENSMUSG00000028427"	"Aqp7"	"4"	41033074	41048139
"46179"	"ENSMUSG00000112316"	"Gm48425"	"10"	95963847	95965604
"46180"	"ENSMUSG00000096486"	"Gm5426"	"10"	95972465	95972776
"46181"	"ENSMUSG00000094314"	"Gm4301"	"10"	100171538	100172451
"46182"	"ENSMUSG00000110753"	"Gm18391"	"10"	93933345	93934002
"46183"	"ENSMUSG00000111539"	"Gm48372"	"10"	93944601	93947015
"46184"	"ENSMUSG00000005897"	"Nr2c1"	"10"	93983885	94033073
"46185"	"ENSMUSG00000120473"	"Gm35742"	"1"	172817855	172827339
"46186"	"ENSMUSG00000111325"	"Gm47140"	"9"	122676084	122677483
"46187"	"ENSMUSG00000063488"	"Zkscan7"	"9"	122714750	122727683
"46188"	"ENSMUSG00000084998"	"Gm16279"	"17"	36207838	36223107
"46189"	"ENSMUSG00000040139"	"9430038I01Rik"	"7"	136977303	137012491
"46190"	"ENSMUSG00000088154"	"Gm25637"	"4"	41050220	41050326
"46191"	"ENSMUSG00000028435"	"Aqp3"	"4"	41092722	41098183
"46192"	"ENSMUSG00000053332"	"Gas5"	"1"	160861992	160866116
"46193"	"ENSMUSG00000024426"	"Atat1"	"17"	36208487	36220967
"46194"	"ENSMUSG00000118660"	"Gm56127"	"9"	122738056	122739045
"46195"	"ENSMUSG00000111710"	"Gm47145"	"9"	122747598	122750407
"46196"	"ENSMUSG00000057895"	"Zfp105"	"9"	122752137	122760093
"46197"	"ENSMUSG00000039728"	"Slc6a5"	"7"	49559894	49613604
"46198"	"ENSMUSG00000045205"	"Dpy19l4"	"4"	11261315	11322137
"46199"	"ENSMUSG00000111428"	"Gm47146"	"9"	122771595	122771756
"46200"	"ENSMUSG00000032551"	"1110059G10Rik"	"9"	122774154	122780065
"46201"	"ENSMUSG00000025239"	"Limd1"	"9"	123307771	123350617
"46202"	"ENSMUSG00000065296"	"Gm26122"	"10"	94020354	94020435
"46203"	"ENSMUSG00000020022"	"Ndufa12"	"10"	94034582	94057305
"46204"	"ENSMUSG00000027368"	"Dusp2"	"2"	127178079	127180296
"46205"	"ENSMUSG00000025240"	"Sacm1l"	"9"	123358824	123421665
"46206"	"ENSMUSG00000085409"	"Gm16155"	"10"	94244753	94246594
"46207"	"ENSMUSG00000053420"	"Gm4792"	"10"	94129527	94134565
"46208"	"ENSMUSG00002076731"	"Gm56324"	"2"	32063183	32063261
"46209"	"ENSMUSG00000058071"	"Or6c219"	"10"	129780265	129784969
"46210"	"ENSMUSG00000119688"	"Gm22192"	"2"	32111982	32112066
"46211"	"ENSMUSG00000017721"	"Pigt"	"2"	164339440	164350221
"46212"	"ENSMUSG00000094295"	"Or10u4"	"10"	129798880	129803135
"46213"	"ENSMUSG00000095608"	"Or10u3"	"10"	129809700	129812009
"46214"	"ENSMUSG00000094632"	"Gm10310"	"10"	129815944	129820931
"46215"	"ENSMUSG00000107423"	"Gm43977"	"10"	129824011	129824199
"46216"	"ENSMUSG00000112331"	"Gm33035"	"10"	68856570	68869718
"46217"	"ENSMUSG00000112083"	"Gm47107"	"10"	68932492	68933696
"46218"	"ENSMUSG00000077315"	"Gm24172"	"10"	68968712	68968828
"46219"	"ENSMUSG00000111941"	"Gm33263"	"10"	68983603	68986962
"46220"	"ENSMUSG00000019944"	"Rhobtb1"	"10"	68987264	69127621
"46221"	"ENSMUSG00002074995"	"Gm56205"	"4"	11279265	11279419
"46222"	"ENSMUSG00000028430"	"Nol6"	"4"	41114427	41124455
"46223"	"ENSMUSG00000104806"	"Gm42566"	"5"	64721520	64722162
"46224"	"ENSMUSG00000105183"	"Gm42564"	"5"	64792704	64794731
"46225"	"ENSMUSG00000104928"	"Gm42565"	"5"	64793183	64794959
"46226"	"ENSMUSG00002074850"	"Gm56088"	"5"	64804976	64805092
"46227"	"ENSMUSG00000097668"	"Gm26761"	"5"	64852804	64855864
"46228"	"ENSMUSG00000030889"	"Vwa3a"	"7"	120338541	120404965
"46229"	"ENSMUSG00000046178"	"Nxph1"	"6"	8948431	9249032
"46230"	"ENSMUSG00000018604"	"Tbx3"	"5"	119808734	119822789
"46231"	"ENSMUSG00000107851"	"Gm35736"	"6"	9146766	9147078
"46232"	"ENSMUSG00000119104"	"Gm25632"	"2"	32115665	32115749
"46233"	"ENSMUSG00000107459"	"Gm5110"	"6"	10171792	10172854
"46234"	"ENSMUSG00000107762"	"Gm18421"	"6"	10334296	10334920
"46235"	"ENSMUSG00000025243"	"Slc6a20b"	"9"	123419865	123461630
"46236"	"ENSMUSG00000108222"	"Gm2691"	"6"	10774114	10775014
"46237"	"ENSMUSG00000009350"	"Mpo"	"11"	87684407	87695239
"46238"	"ENSMUSG00000027165"	"Iftap"	"2"	101391126	101479877
"46239"	"ENSMUSG00000108249"	"Gm43960"	"6"	10804828	10809847
"46240"	"ENSMUSG00000118743"	"Gm26058"	"6"	10840587	10840693
"46241"	"ENSMUSG00002075268"	"Gm56087"	"6"	10858427	10858518
"46242"	"ENSMUSG00000071337"	"Tia1"	"6"	86381201	86410387
"46243"	"ENSMUSG00000036814"	"Slc6a20a"	"9"	123463835	123507950
"46244"	"ENSMUSG00000024436"	"Mrps18b"	"17"	36221271	36227281
"46245"	"ENSMUSG00000090622"	"A930033H14Rik"	"10"	69045592	69048928
"46246"	"ENSMUSG00000112798"	"Gm40685"	"10"	69147969	69151206
"46247"	"ENSMUSG00000019942"	"Cdk1"	"10"	69170976	69188768
"46248"	"ENSMUSG00000029178"	"Klf3"	"5"	64960731	64990244
"46249"	"ENSMUSG00000091172"	"Gm17120"	"9"	123464453	123466390
"46250"	"ENSMUSG00000110735"	"Gm47173"	"9"	123472231	123474554
"46251"	"ENSMUSG00000111340"	"Gm47171"	"9"	123473259	123476052
"46252"	"ENSMUSG00000090608"	"Gm17200"	"9"	123507161	123530111
"46253"	"ENSMUSG00000029530"	"Ccr9"	"9"	123507504	123613395
"46254"	"ENSMUSG00000081437"	"Gm12402"	"4"	41132511	41132844
"46255"	"ENSMUSG00000086216"	"Gm13610"	"2"	32122794	32126394
"46256"	"ENSMUSG00000036241"	"Ube2r2"	"4"	41135743	41193380
"46257"	"ENSMUSG00000086179"	"Gm14317"	"2"	164392450	164401650
"46258"	"ENSMUSG00000085872"	"Gm11505"	"11"	87686610	87691970
"46259"	"ENSMUSG00000093614"	"Gm20693"	"2"	101400969	101401179
"46260"	"ENSMUSG00000020599"	"Rgs9"	"11"	109116181	109188955
"46261"	"ENSMUSG00000032864"	"Rag2"	"2"	101455063	101462874
"46262"	"ENSMUSG00000058922"	"Gm10052"	"9"	123518298	123519257
"46263"	"ENSMUSG00000039220"	"Ppp1r10"	"17"	36227326	36243175
"46264"	"ENSMUSG00000112509"	"Gm47211"	"10"	69208519	69209142
"46265"	"ENSMUSG00000025245"	"Lztfl1"	"9"	123523481	123546762
"46266"	"ENSMUSG00000082186"	"Gm12403"	"4"	41168646	41169604
"46267"	"ENSMUSG00000111899"	"Gm18636"	"10"	69258513	69259578
"46268"	"ENSMUSG00000106205"	"C230096K16Rik"	"5"	64961357	64963078
"46269"	"ENSMUSG00002076291"	"Gm56206"	"4"	41172742	41172844
"46270"	"ENSMUSG00000112877"	"Gm47537"	"10"	81640266	81641535
"46271"	"ENSMUSG00000118495"	"Gm21011"	"5"	65054266	65056312
"46272"	"ENSMUSG00000040728"	"Esrp1"	"4"	11331933	11386783
"46273"	"ENSMUSG00000044827"	"Tlr1"	"5"	65082022	65090906
"46274"	"ENSMUSG00000034758"	"Tle6"	"10"	81426738	81436907
"46275"	"ENSMUSG00000061311"	"Rag1"	"2"	101468627	101479846
"46276"	"ENSMUSG00000109392"	"Gm5737"	"7"	120411588	120430416
"46277"	"ENSMUSG00000031068"	"Glrx3"	"7"	137039343	137070323
"46278"	"ENSMUSG00000017723"	"Wfdc2"	"2"	164404333	164410430
"46279"	"ENSMUSG00000051498"	"Tlr6"	"5"	65109374	65117440
"46280"	"ENSMUSG00000018263"	"Tbx5"	"5"	119970733	120023284
"46281"	"ENSMUSG00000074596"	"Spint3"	"2"	164411615	164415379
"46282"	"ENSMUSG00000027164"	"Traf6"	"2"	101508774	101532014
"46283"	"ENSMUSG00000109973"	"Gm45397"	"7"	137158841	137166317
"46284"	"ENSMUSG00000110145"	"Gm45683"	"7"	137250818	137252064
"46285"	"ENSMUSG00000110090"	"Gm45682"	"7"	137335995	137339688
"46286"	"ENSMUSG00000109834"	"Gm5650"	"7"	137663735	137664332
"46287"	"ENSMUSG00000107084"	"Gm43269"	"5"	120053003	120054911
"46288"	"ENSMUSG00000119131"	"Gm25798"	"7"	137703162	137703268
"46289"	"ENSMUSG00000107063"	"Gm38554"	"5"	120097308	120101445
"46290"	"ENSMUSG00000091002"	"Tcerg1l"	"7"	137810703	137999459
"46291"	"ENSMUSG00002075687"	"Gm56096"	"5"	120202400	120202508
"46292"	"ENSMUSG00000029185"	"Fam114a1"	"5"	65127414	65199229
"46293"	"ENSMUSG00000074595"	"Wfdc6a"	"2"	164421439	164427367
"46294"	"ENSMUSG00000084751"	"Mir1894"	"17"	36228781	36228861
"46295"	"ENSMUSG00000049832"	"Rbx1-ps"	"17"	36246516	36246842
"46296"	"ENSMUSG00000074862"	"BC025920"	"10"	81442104	81456537
"46297"	"ENSMUSG00000092284"	"Gm8801"	"17"	36258138	36263189
"46298"	"ENSMUSG00000034748"	"Sirt6"	"10"	81457619	81463631
"46299"	"ENSMUSG00000017733"	"Eppin"	"2"	164430263	164435514
"46300"	"ENSMUSG00000038762"	"Abcf1"	"17"	36267711	36280653
"46301"	"ENSMUSG00000077042"	"Mir574"	"5"	65127661	65127738
"46302"	"ENSMUSG00000099630"	"1700096J18Rik"	"11"	109237665	109244477
"46303"	"ENSMUSG00000106186"	"Gm43627"	"5"	65129993	65132291
"46304"	"ENSMUSG00000037913"	"Tmem156"	"5"	65211689	65249475
"46305"	"ENSMUSG00000034285"	"Nipsnap1"	"11"	4823951	4844200
"46306"	"ENSMUSG00000110354"	"Gm45686"	"7"	138015343	138023494
"46307"	"ENSMUSG00000110037"	"4930543N07Rik"	"7"	138155959	138169438
"46308"	"ENSMUSG00000070533"	"Wfdc8"	"2"	164438378	164455546
"46309"	"ENSMUSG00000055409"	"Nell1"	"7"	49624612	50516356
"46310"	"ENSMUSG00000081884"	"Gm11821"	"4"	11400346	11401324
"46311"	"ENSMUSG00000054920"	"Klhl5"	"5"	65264882	65325531
"46312"	"ENSMUSG00000082255"	"Gm11822"	"4"	11420350	11420764
"46313"	"ENSMUSG00000028433"	"Ubap2"	"4"	41194313	41275144
"46314"	"ENSMUSG00000091149"	"Gm17020"	"9"	123591568	123591841
"46315"	"ENSMUSG00000091661"	"Gm17021"	"9"	123597179	123620354
"46316"	"ENSMUSG00000048521"	"Cxcr6"	"9"	123635540	123640825
"46317"	"ENSMUSG00000065797"	"Gm25512"	"2"	164443856	164443962
"46318"	"ENSMUSG00000054708"	"Ankrd24"	"10"	81464374	81483444
"46319"	"ENSMUSG00000047562"	"Mmp10"	"9"	7502353	7510241
"46320"	"ENSMUSG00000050468"	"Astl"	"2"	127180559	127199571
"46321"	"ENSMUSG00000005800"	"Mmp8"	"9"	7558457	7568486
"46322"	"ENSMUSG00000098296"	"Mir6918"	"11"	4841345	4841402
"46323"	"ENSMUSG00000018919"	"Tm4sf5"	"11"	70396070	70402004
"46324"	"ENSMUSG00000009356"	"Lpo"	"11"	87697254	87719115
"46325"	"ENSMUSG00000077931"	"Mir877"	"17"	36271622	36271706
"46326"	"ENSMUSG00000120154"	"Gm32655"	"17"	36280728	36283507
"46327"	"ENSMUSG00000109802"	"Gm30808"	"7"	138302632	138305026
"46328"	"ENSMUSG00000110241"	"Gm45506"	"7"	138422474	138422753
"46329"	"ENSMUSG00000085265"	"Nell1os"	"7"	50167057	50225719
"46330"	"ENSMUSG00000038500"	"Prr3"	"17"	36283433	36291128
"46331"	"ENSMUSG00000070323"	"Mmp27"	"9"	7571397	7581886
"46332"	"ENSMUSG00002076210"	"Gm56099"	"5"	65293645	65293763
"46333"	"ENSMUSG00000029594"	"Rbm19"	"5"	120254530	120337046
"46334"	"ENSMUSG00000084234"	"4933405O20Rik"	"7"	50248938	50250278
"46335"	"ENSMUSG00000046679"	"C87436"	"6"	86415356	86450482
"46336"	"ENSMUSG00000109409"	"Gm9343"	"7"	50590294	50592902
"46337"	"ENSMUSG00000041775"	"Mapk1ip1"	"7"	138437552	138448002
"46338"	"ENSMUSG00000108958"	"Gm21032"	"7"	50599042	50601619
"46339"	"ENSMUSG00000109494"	"Gm21033"	"7"	50607790	50610397
"46340"	"ENSMUSG00000109476"	"Gm21034"	"7"	50616544	50619151
"46341"	"ENSMUSG00000109172"	"Gm21035"	"7"	50625295	50627902
"46342"	"ENSMUSG00000109173"	"Gm21036"	"7"	50634046	50636656
"46343"	"ENSMUSG00000109202"	"Gm21037"	"7"	50802565	50805172
"46344"	"ENSMUSG00000108963"	"Gm16478"	"7"	50820265	50826285
"46345"	"ENSMUSG00000043089"	"Mmp1a"	"9"	7464141	7476857
"46346"	"ENSMUSG00000109443"	"Gm45002"	"7"	51044577	51044696
"46347"	"ENSMUSG00000109059"	"Gm9354"	"7"	51107808	51108275
"46348"	"ENSMUSG00000041769"	"Ppp2r2d"	"7"	138447808	138484786
"46349"	"ENSMUSG00000111830"	"4930568E12Rik"	"9"	13091261	13105863
"46350"	"ENSMUSG00000020611"	"Gna13"	"11"	109253657	109292195
"46351"	"ENSMUSG00000111285"	"Gm47051"	"9"	13106018	13137003
"46352"	"ENSMUSG00000079083"	"Jrkl"	"9"	13242612	13245834
"46353"	"ENSMUSG00000120847"	"Gm56991"	"10"	81477505	81479564
"46354"	"ENSMUSG00000119149"	"Gm26189"	"9"	13275835	13275941
"46355"	"ENSMUSG00000111212"	"5330432J10Rik"	"9"	13308563	13312795
"46356"	"ENSMUSG00000096856"	"Gm10778"	"10"	81484893	81503195
"46357"	"ENSMUSG00000024429"	"Gnl1"	"17"	36290743	36300354
"46358"	"ENSMUSG00000031802"	"Phxr4"	"9"	13342657	13344047
"46359"	"ENSMUSG00000020830"	"Vmo1"	"11"	70404342	70405442
"46360"	"ENSMUSG00000112585"	"Gm47527"	"10"	81514956	81516345
"46361"	"ENSMUSG00000090592"	"Gm17571"	"9"	13355330	13358049
"46362"	"ENSMUSG00000111223"	"Gm47089"	"9"	13431232	13431397
"46363"	"ENSMUSG00000112001"	"Gm8112"	"10"	81529555	81530019
"46364"	"ENSMUSG00000089265"	"Gm22888"	"4"	41203057	41203133
"46365"	"ENSMUSG00000096795"	"Zfp433"	"10"	81540659	81562520
"46366"	"ENSMUSG00000079084"	"Ccdc82"	"9"	13246536	13292867
"46367"	"ENSMUSG00000089308"	"Gm24837"	"4"	41211502	41211582
"46368"	"ENSMUSG00000081690"	"Gm12317"	"11"	70408551	70408869
"46369"	"ENSMUSG00000040720"	"Virma"	"4"	11485958	11550684
"46370"	"ENSMUSG00000045065"	"9930022D16Rik"	"11"	109304743	109311231
"46371"	"ENSMUSG00000112061"	"Gm8249"	"10"	81551779	81552243
"46372"	"ENSMUSG00000112339"	"Gm47529"	"10"	81552873	81553391
"46373"	"ENSMUSG00000046811"	"Gltpd2"	"11"	70410022	70411562
"46374"	"ENSMUSG00000112621"	"Gm5173"	"10"	81563757	81564706
"46375"	"ENSMUSG00000094622"	"Gm3055"	"10"	81578655	81606995
"46376"	"ENSMUSG00000070531"	"Wfdc6b"	"2"	164455442	164460132
"46377"	"ENSMUSG00000094076"	"Gm4767"	"10"	81648020	81662324
"46378"	"ENSMUSG00000112740"	"Gm8264"	"10"	81654310	81654774
"46379"	"ENSMUSG00000112697"	"Gm8137"	"10"	81688650	81689112
"46380"	"ENSMUSG00000112640"	"Gm32687"	"10"	81699768	81716915
"46381"	"ENSMUSG00000018286"	"Psmb6"	"11"	70416193	70418684
"46382"	"ENSMUSG00000112196"	"Gm8274"	"10"	81710892	81711354
"46383"	"ENSMUSG00000112760"	"Gm47539"	"10"	81711985	81712501
"46384"	"ENSMUSG00000112311"	"Gm8153"	"10"	81722847	81723798
"46385"	"ENSMUSG00000096718"	"Zfp781"	"10"	81737745	81766314
"46386"	"ENSMUSG00000077671"	"Gm24473"	"2"	164463842	164463972
"46387"	"ENSMUSG00000058620"	"Adra2b"	"2"	127205128	127209141
"46388"	"ENSMUSG00000112205"	"Gm47546"	"10"	81799632	81800921
"46389"	"ENSMUSG00000112051"	"Gm8158"	"10"	81821772	81822236
"46390"	"ENSMUSG00000111985"	"Gm8290"	"10"	81844213	81844689
"46391"	"ENSMUSG00000112502"	"Gm46194"	"10"	81845315	81845634
"46392"	"ENSMUSG00000112346"	"Gm48768"	"10"	98941653	98943942
"46393"	"ENSMUSG00000019952"	"Poc1b"	"10"	98942898	99033936
"46394"	"ENSMUSG00000070530"	"Wfdc16"	"2"	164476627	164480716
"46395"	"ENSMUSG00000001248"	"Gramd1a"	"7"	30829552	30855321
"46396"	"ENSMUSG00000032599"	"Ip6k2"	"9"	108660995	108683536
"46397"	"ENSMUSG00000083740"	"Gm11456"	"2"	164484865	164485120
"46398"	"ENSMUSG00000109833"	"Gm40193"	"11"	70423058	70423765
"46399"	"ENSMUSG00000074594"	"Wfdc9"	"2"	164491551	164498503
"46400"	"ENSMUSG00000072768"	"Gm10418"	"11"	70430849	70431426
"46401"	"ENSMUSG00000020610"	"Amz2"	"11"	109316772	109343639
"46402"	"ENSMUSG00000092604"	"Gm20508"	"17"	36302759	36304630
"46403"	"ENSMUSG00000092368"	"A930015D03Rik"	"17"	36305345	36349335
"46404"	"ENSMUSG00000070529"	"Wfdc10"	"2"	164497966	164499288
"46405"	"ENSMUSG00000078940"	"Wfdc11"	"2"	164504814	164516007
"46406"	"ENSMUSG00000053835"	"H2-T24"	"17"	36316587	36331452
"46407"	"ENSMUSG00000097368"	"Gm10390"	"5"	120259161	120277328
"46408"	"ENSMUSG00000067704"	"Wfdc13"	"2"	164527027	164529626
"46409"	"ENSMUSG00000106915"	"Gm42655"	"5"	120393323	120394456
"46410"	"ENSMUSG00002075229"	"Gm56103"	"5"	120425791	120425912
"46411"	"ENSMUSG00000088626"	"Gm23034"	"9"	108672441	108672587
"46412"	"ENSMUSG00000017310"	"Spint4"	"2"	164540421	164544373
"46413"	"ENSMUSG00000107141"	"Gm42654"	"5"	120477565	120484033
"46414"	"ENSMUSG00000067212"	"H2-T23"	"17"	36340665	36343747
"46415"	"ENSMUSG00000032598"	"Nckipsd"	"9"	108685567	108696043
"46416"	"ENSMUSG00000029595"	"Lhx5"	"5"	120569764	120579288
"46417"	"ENSMUSG00000074593"	"Spint5"	"2"	164557225	164559988
"46418"	"ENSMUSG00000034121"	"Mks1"	"11"	87744041	87754629
"46419"	"ENSMUSG00000085589"	"A430078I02Rik"	"6"	86447259	86457812
"46420"	"ENSMUSG00000039254"	"Pomt1"	"2"	32126602	32145017
"46421"	"ENSMUSG00000029596"	"Sdsl"	"5"	120596251	120610875
"46422"	"ENSMUSG00000107876"	"Gm43936"	"6"	86470198	86470891
"46423"	"ENSMUSG00000101210"	"Gm28720"	"6"	86471631	86474786
"46424"	"ENSMUSG00000100174"	"Gm28719"	"6"	86475763	86477519
"46425"	"ENSMUSG00000051695"	"Pcbp1"	"6"	86501474	86503303
"46426"	"ENSMUSG00002075168"	"Gm56098"	"6"	86551082	86551143
"46427"	"ENSMUSG00000108059"	"Gm44369"	"6"	86568412	86570586
"46428"	"ENSMUSG00000033508"	"Asprv1"	"6"	86605146	86606692
"46429"	"ENSMUSG00000102244"	"Gm37714"	"9"	108702548	108702889
"46430"	"ENSMUSG00000023473"	"Celsr3"	"9"	108703519	108730168
"46431"	"ENSMUSG00000001156"	"Mxd1"	"6"	86624024	86646143
"46432"	"ENSMUSG00000090035"	"Galnt4"	"10"	98944021	98949109
"46433"	"ENSMUSG00000056116"	"H2-T22"	"17"	36348020	36353639
"46434"	"ENSMUSG00000089994"	"Gm16239"	"10"	99015046	99020472
"46435"	"ENSMUSG00000055108"	"Phxr2"	"10"	98961029	98962187
"46436"	"ENSMUSG00000019828"	"Grm1"	"10"	10561803	10958100
"46437"	"ENSMUSG00000093562"	"Gm23090"	"4"	41213776	41213853
"46438"	"ENSMUSG00000081866"	"Gm12401"	"4"	41252617	41252844
"46439"	"ENSMUSG00000028436"	"Dcaf12"	"4"	41291300	41314889
"46440"	"ENSMUSG00000108291"	"Gm44292"	"6"	86640170	86642533
"46441"	"ENSMUSG00000001158"	"Snrnp27"	"6"	86652133	86661504
"46442"	"ENSMUSG00000085326"	"Gm15642"	"11"	109327998	109328971
"46443"	"ENSMUSG00000029166"	"Mapre3"	"5"	30971985	31023450
"46444"	"ENSMUSG00000052234"	"Epx"	"11"	87754826	87766362
"46445"	"ENSMUSG00000086625"	"Gm11831"	"4"	11501456	11502839
"46446"	"ENSMUSG00002076082"	"Gm56210"	"4"	41303158	41303272
"46447"	"ENSMUSG00000087938"	"Gm26049"	"4"	41312091	41312198
"46448"	"ENSMUSG00000088528"	"Gm26084"	"4"	41345848	41345951
"46449"	"ENSMUSG00000078773"	"Rad54b"	"4"	11558922	11615805
"46450"	"ENSMUSG00000108197"	"Gm44214"	"6"	86664805	86665410
"46451"	"ENSMUSG00000093839"	"Or4d2b"	"11"	87775805	87783094
"46452"	"ENSMUSG00000001157"	"Gmcl1"	"6"	86668750	86710365
"46453"	"ENSMUSG00000041920"	"Slc16a6"	"11"	109341681	109364424
"46454"	"ENSMUSG00000029597"	"Sds"	"5"	120614591	120621997
"46455"	"ENSMUSG00000094595"	"Fsbp"	"4"	11579665	11587591
"46456"	"ENSMUSG00000112772"	"Gm48400"	"10"	10606373	10606870
"46457"	"ENSMUSG00000112730"	"4930567K20Rik"	"10"	10624674	10654114
"46458"	"ENSMUSG00000084046"	"Gm11833"	"4"	11649647	11650499
"46459"	"ENSMUSG00000028437"	"Ubap1"	"4"	41348996	41390525
"46460"	"ENSMUSG00000111921"	"Gm48406"	"10"	10911660	10911888
"46461"	"ENSMUSG00000073407"	"Gm6034"	"17"	36353853	36369537
"46462"	"ENSMUSG00002076383"	"Gm56134"	"9"	108721677	108721762
"46463"	"ENSMUSG00000025652"	"Tmem89"	"9"	108743687	108744631
"46464"	"ENSMUSG00000121510"	""	"17"	36452650	36456636
"46465"	"ENSMUSG00000000766"	"Oprm1"	"10"	6708506	6988198
"46466"	"ENSMUSG00000024446"	"Rpp21"	"17"	36566537	36568961
"46467"	"ENSMUSG00000025651"	"Uqcrc1"	"9"	108765701	108778691
"46468"	"ENSMUSG00000093920"	"Or4d2"	"11"	87783444	87788213
"46469"	"ENSMUSG00002076680"	"Gm56311"	"11"	109357137	109357257
"46470"	"ENSMUSG00000046338"	"Gpat2"	"2"	127267119	127278012
"46471"	"ENSMUSG00000034274"	"Thoc5"	"11"	4845320	4878867
"46472"	"ENSMUSG00000045409"	"Trim39"	"17"	36569765	36583139
"46473"	"ENSMUSG00000107961"	"Gm44036"	"6"	86710471	86714047
"46474"	"ENSMUSG00000029994"	"Anxa4"	"6"	86713822	86770566
"46475"	"ENSMUSG00000086165"	"Gm15690"	"5"	120617907	120618968
"46476"	"ENSMUSG00000029598"	"Plbd2"	"5"	120621347	120641690
"46477"	"ENSMUSG00000028214"	"Gem"	"4"	11704457	11714752
"46478"	"ENSMUSG00000028217"	"Cdh17"	"4"	11758147	11817895
"46479"	"ENSMUSG00000103754"	"Gm37284"	"9"	108779071	108779609
"46480"	"ENSMUSG00000023259"	"Slc26a6"	"9"	108730482	108742117
"46481"	"ENSMUSG00000023083"	"H2-M10.2"	"17"	36595119	36597382
"46482"	"ENSMUSG00000035064"	"Eef2k"	"7"	120442054	120506673
"46483"	"ENSMUSG00000024448"	"H2-M10.1"	"17"	36633750	36637047
"46484"	"ENSMUSG00000076434"	"Wfdc3"	"2"	164573100	164587851
"46485"	"ENSMUSG00000111350"	"Gm47182"	"9"	124127924	124128200
"46486"	"ENSMUSG00000111523"	"Gm47183"	"9"	124206625	124207398
"46487"	"ENSMUSG00000111025"	"Gm47185"	"9"	124226501	124227143
"46488"	"ENSMUSG00000093803"	"Ppp2r3d"	"9"	124195827	124204759
"46489"	"ENSMUSG00000073423"	"Zfp414"	"17"	33848064	33850753
"46490"	"ENSMUSG00000027371"	"Fahd2a"	"2"	127278135	127286485
"46491"	"ENSMUSG00002076819"	"Gm56212"	"4"	11928424	11928739
"46492"	"ENSMUSG00002075619"	"Gm56213"	"4"	11948887	11948950
"46493"	"ENSMUSG00000042360"	"4930433N12Rik"	"9"	3133847	3199799
"46494"	"ENSMUSG00000049225"	"Pdp1"	"4"	11958184	11966452
"46495"	"ENSMUSG00000037890"	"Wdr19"	"5"	65357039	65417758
"46496"	"ENSMUSG00000110587"	"Gm7344"	"9"	3187110	3188331
"46497"	"ENSMUSG00000110491"	"Gm31138"	"9"	3199894	3215230
"46498"	"ENSMUSG00000110646"	"Or2n2-ps1"	"9"	3233346	3236427
"46499"	"ENSMUSG00002075464"	"Gm56139"	"9"	3263442	3263525
"46500"	"ENSMUSG00000025899"	"Alkbh8"	"9"	3335140	3391154
"46501"	"ENSMUSG00000060787"	"Or4d1"	"11"	87804094	87811793
"46502"	"ENSMUSG00000028438"	"Kif24"	"4"	41390745	41464887
"46503"	"ENSMUSG00000083135"	"Gm11504"	"11"	87822813	87822985
"46504"	"ENSMUSG00000002550"	"Uck1"	"2"	32145014	32150171
"46505"	"ENSMUSG00000044639"	"Gm11507"	"11"	87835229	87835640
"46506"	"ENSMUSG00000084381"	"AA413626"	"11"	4868510	4869003
"46507"	"ENSMUSG00000020396"	"Nefh"	"11"	4888754	4898064
"46508"	"ENSMUSG00000092412"	"Gm20507"	"17"	33849733	33864679
"46509"	"ENSMUSG00000032739"	"Pram1"	"17"	33857030	33864680
"46510"	"ENSMUSG00000020483"	"Dynll2"	"11"	87870351	87878359
"46511"	"ENSMUSG00000020604"	"Arsg"	"11"	109364200	109464156
"46512"	"ENSMUSG00000059208"	"Hnrnpm"	"17"	33865207	33905834
"46513"	"ENSMUSG00000032841"	"Prr5l"	"2"	101544630	101713372
"46514"	"ENSMUSG00000100164"	"2610306M01Rik"	"6"	86825381	86826422
"46515"	"ENSMUSG00000108216"	"Gm44153"	"6"	86839855	86841434
"46516"	"ENSMUSG00000108152"	"Gm44152"	"6"	86850768	86852458
"46517"	"ENSMUSG00000068328"	"Aup1"	"6"	83031502	83034789
"46518"	"ENSMUSG00000085027"	"Gm11840"	"4"	11999474	12009043
"46519"	"ENSMUSG00000085467"	"Gm11842"	"4"	12027505	12040894
"46520"	"ENSMUSG00000028443"	"Nudt2"	"4"	41465151	41480926
"46521"	"ENSMUSG00000046312"	"Myorg"	"4"	41495604	41503076
"46522"	"ENSMUSG00000028441"	"1110017D15Rik"	"4"	41505009	41517333
"46523"	"ENSMUSG00000088106"	"Gm22378"	"11"	109390540	109390650
"46524"	"ENSMUSG00000020828"	"Pld2"	"11"	70430890	70448936
"46525"	"ENSMUSG00000064956"	"Gm24918"	"9"	3352657	3352786
"46526"	"ENSMUSG00000077248"	"Gm23275"	"9"	3395439	3395542
